"台帳ID","管理対象ID","名称","棟名","文化財種類","種別1","種別2","国","時代","重文指定年月日","国宝指定年月日","都道府県","所在地","保管施設の名称","所有者名","管理団体又は責任者","緯度","経度"
"101","00010113","中村家住宅煉瓦蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","20141007","","千葉県","千葉県市川市鬼越2-200-1","","","","35.71700900000000","139.94075200000000"
"101","00011635","滑川家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","明治","20170628","","千葉県","千葉県銚子市野尻町27-1","","","","35.76837300000000","140.75666400000000"
"101","00011636","滑川家住宅長屋門","","登録有形文化財(建造物)","住宅","建築物","","江戸","20170628","","千葉県","千葉県銚子市野尻町27-1","","","","35.76818700000000","140.75670700000000"
"101","00007341","日本福音ルーテル市川教会会堂","","登録有形文化財(建造物)","宗教","建築物","","昭和中","20081023","","千葉県","千葉県市川市市川4-288-14","","宗教法人日本福音ルーテル教会","","35.73825100000000","139.90587210000000"
"101","00013961","根本家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","江戸","20211014","","千葉県","千葉県我孫子市都部字宿通93-1","","","","35.86985833000000","140.06636667000000"
"101","00013962","根本家住宅北倉","","登録有形文化財(建造物)","住宅","建築物","","明治","20211014","","千葉県","千葉県我孫子市都部字宿通93-1","","","","35.86980000000000","140.06666111000000"
"101","00013963","根本家住宅南倉","","登録有形文化財(建造物)","住宅","建築物","","江戸","20211014","","千葉県","千葉県我孫子市都部字宿通93-1","","","","35.86965000000000","140.06661667000000"
"101","00013964","根本家住宅屋敷社","","登録有形文化財(建造物)","住宅","建築物","","明治","20211014","","千葉県","千葉県我孫子市都部字宿通93-1","","","","35.86976667000000","140.06628889000000"
"101","00009130","野島埼灯台","","登録有形文化財(建造物)","交通","その他工作物","","大正","20120223","","千葉県","千葉県南房総市白浜町白浜630","","国（国土交通省）","","34.90170812000000","139.88828653000000"
"101","00013692","野田市郷土博物館","","登録有形文化財(建造物)","文化福祉","建築物","","昭和中","20210226","","千葉県","千葉県野田市野田字谷端370-8","","野田市","","35.94534722000000","139.86547778000000"
"101","00000125","野田市市民会館（旧茂木佐平治家住宅）主屋","","登録有形文化財(建造物)","住宅","建築物","","大正","19970507","","千葉県","千葉県野田市野田370-8","","野田市","","35.94575492000000","139.86556429000000"
"101","00000126","野田市市民会館（旧茂木佐平治家住宅）茶室","","登録有形文化財(建造物)","住宅","建築物","","明治","19970507","","千葉県","千葉県野田市野田370-8","","野田市","","35.94582368000000","139.86596112000000"
"101","00013960","野田市立中央小学校旧正門","","登録有形文化財(建造物)","学校","その他工作物","","大正","20211014","","千葉県","千葉県野田市野田字東上町629","","野田市","","35.94608333000000","139.86214722000000"
"101","00013958","野田市立中央小学校３年館","","登録有形文化財(建造物)","学校","建築物","","昭和前","20211014","","千葉県","千葉県野田市野田字東上町619-1他","","野田市","","35.94646111000000","139.86336389000000"
"101","00013959","野田市立中央小学校７年館","","登録有形文化財(建造物)","学校","建築物","","昭和前","20211014","","千葉県","千葉県野田市野田字東上町611他","","野田市","","35.94695000000000","139.86380000000000"
"101","00007612","八鶴亭宿泊館","","登録有形文化財(建造物)","産業3次","建築物","","大正","20090428","","千葉県","千葉県東金市東金1406-1他","","株式会社八鶴亭","","35.56067322000000","140.35903601000000"
"101","00007611","八鶴亭新館","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","20090428","","千葉県","千葉県東金市東金1406-1他","","株式会社八鶴亭","","35.56055684000000","140.35894342000000"
"101","00007614","八鶴亭ビリヤード棟","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","20090428","","千葉県","千葉県東金市東金1406-1他","","株式会社八鶴亭","","35.56052079000000","140.35913639000000"
"101","00007610","八鶴亭本館","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","20090428","","千葉県","千葉県東金市東金1406-1他","","株式会社八鶴亭","","35.56051360000000","140.35876799000000"
"101","00007613","八鶴亭浴室棟","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","20090428","","千葉県","千葉県東金市東金1406-1他","","株式会社八鶴亭","","35.56041540000000","140.35910938000000"
"101","00003392","廣瀬家住宅井戸上屋","","登録有形文化財(建造物)","産業3次","その他工作物","","昭和前","20030701","","千葉県","千葉県習志野市津田沼6-5-11","","","","35.67802800000000","140.02158386000000"
"101","00003390","廣瀬家住宅蔵","","登録有形文化財(建造物)","住宅","建築物","","明治","20030701","","千葉県","千葉県習志野市津田沼6-5-11","","","","35.67804000000000","140.02142300000000"
"101","00003389","廣瀬家住宅主屋","","登録有形文化財(建造物)","住宅","建築物","","江戸","20030701","","千葉県","千葉県習志野市津田沼6-5-11","","","","35.67812700000000","140.02148400000000"
"101","00003391","廣瀬家住宅倉庫","","登録有形文化財(建造物)","産業3次","建築物","","明治","20030701","","千葉県","千葉県習志野市津田沼6-5-11","","","","35.67797252000000","140.02162272000000"
"101","00006513","紅屋商店主屋","","登録有形文化財(建造物)","住宅","建築物","","昭和前","20070731","","千葉県","千葉県館山市長須賀1","","","","34.98517534000000","139.86586435000000"
"101","00006280","紅屋商店店舗","","登録有形文化財(建造物)","産業3次","建築物","","大正","20070731","","千葉県","千葉県館山市長須賀1","","","","34.98518400000000","139.86581400000000"
"101","00001179","星野家薬局調剤室","","登録有形文化財(建造物)","産業3次","建築物","","明治","19990708","","千葉県","千葉県長生郡長南町長南2574","","","","35.39819380000000","140.23167255000000"
"101","00001178","星野家薬局店舗","","登録有形文化財(建造物)","産業3次","建築物","","明治","19990708","","千葉県","千葉県長生郡長南町長南2574","","","","35.39813217000000","140.23171359000000"
"101","00001180","星野家薬局門","","登録有形文化財(建造物)","住宅","その他工作物","","江戸","19990708","","千葉県","千葉県長生郡長南町長南2574","","","","35.39806642000000","140.23172404000000"
"101","00006374","桝田家住宅主屋","","登録有形文化財(建造物)","産業3次","建築物","","明治","20071002","","千葉県","千葉県野田市今上字浅間下2574-1","","","","35.93688200000000","139.85441600000000"
"101","00009588","桝田家住宅土蔵","","登録有形文化財(建造物)","産業3次","建築物","","昭和前","20130621","","千葉県","千葉県野田市今上字浅現下2574-1","","","","35.93686545000000","139.85456825000000"
"101","00009587","桝田家住宅不動尊祠","","登録有形文化財(建造物)","産業3次","建築物","","明治","20130621","","千葉県","千葉県野田市今上字浅現下2574-1","","","","35.93681072000000","139.85456825000000"
"101","00009590","桝田家住宅煉瓦塀","","登録有形文化財(建造物)","産業3次","その他工作物","","明治","20130621","","千葉県","千葉県野田市今上字浅現下2574-1","","","","35.93682296000000","139.85432297000000"
"101","00009589","桝田家住宅脇門","","登録有形文化財(建造物)","産業3次","その他工作物","","明治","20130621","","千葉県","千葉県野田市今上字浅現下2574-1","","","","35.93678455000000","139.85449687000000"
"101","00011646","松ケ丘一号型街路灯","","登録有形文化財(建造物)","生活関連","その他工作物","","昭和中","20170628","","千葉県","千葉県流山市松ケ丘二丁目330-85","","宗教法人陽廣院","","35.84762400000000","139.95002800000000"
"101","00013353","丸屋","","登録有形文化財(建造物)","産業3次","建築物","","明治","20200817","","千葉県","千葉県鎌ケ谷市鎌ケ谷四丁目17他","","","","35.75663056000000","140.01210278000000"
"101","00013354","丸屋離れ","","登録有形文化財(建造物)","産業3次","建築物","","明治","20200817","","千葉県","千葉県鎌ケ谷市鎌ケ谷四丁目17他","","","","35.75661111000000","140.01224444000000"
"101","00006516","宮醤油店奥蔵","","登録有形文化財(建造物)","住宅","建築物","","大正","20070731","","千葉県","千葉県富津市佐貫字西正石247","","","","35.26185431000000","139.88531742000000"
"101","00006519","宮醤油店旧米蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","20070731","","千葉県","千葉県富津市佐貫字西正石247","","","","35.26181000000000","139.88562000000000"
"101","00006522","宮醤油店主屋","","登録有形文化財(建造物)","住宅","建築物","","明治","20070731","","千葉県","千葉県富津市佐貫字西正石247","","","","35.26179510000000","139.88541280000000"
"101","00006514","宮醤油店店舗","","登録有形文化財(建造物)","産業3次","建築物","","明治","20070731","","千葉県","千葉県富津市佐貫字西正石247","","","","35.26191906000000","139.88546800000000"
"101","00006521","宮醤油店西蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","20070731","","千葉県","千葉県富津市佐貫字西正石247","","","","35.26172182000000","139.88539588000000"
"101","00006517","宮醤油店離れ","","登録有形文化財(建造物)","住宅","建築物","","大正","20070731","","千葉県","千葉県富津市佐貫字西正石247","","","","35.26179100000000","139.88531500000000"
"101","00006520","宮醤油店東蔵","","登録有形文化財(建造物)","産業2次","建築物","","明治","20070731","","千葉県","千葉県富津市佐貫字西正石247","","","","35.26173000000000","139.88559000000000"
